年月,項目,數值,欄位名
9607,M1B,8410045000000,M1B
9607,金融機構存款餘額,25401771000000,F_Ins_Dp
9607,金融機構放款餘額,18966570000000,F_Ins_Ln
9607,貨幣機構存款餘額,25401771000000,C_Ins_Dp
9607,貨幣機構放款餘額,17813640000000,C_Ins_Ln
9607,一般銀行國內總分行對中小企業放款,2974961000000,Country_SME
9607,一般銀行國內總分行及信用合作社消費者貸款餘額,1009026000000,Country_C_CL
9607,一般銀行國內總分行消費者貸款餘額,6432082000000,Country_CL
9607,信託機構基金月底餘額,4425413000000,MF_Bal
9607,票券公司票債券交易金額,7041586000000,Bund_Txn_Amt
9607,票券公司票債券交易金額(本年）,53877514000000,Bund_Txn_Amt_TY
9607,股價指數,9287.25,Stock_Index
9607,WPI,95.0,WPI
9607,CPI,94.33,CPI
9607,美元匯率,32.805,Exchange_Rate
9607,央行重貼現率,3.125,Rediscount_Rate
9607,基準利率,4.227,B_Ins_Rate
9607,經濟成長率,7.08,GDP
9607,外匯存底,266287000000,Y_DP
