年月,項目,數值,欄位名
9608,M1B,8326659000000,M1B
9608,金融機構存款餘額,25227418000000,F_Ins_Dp
9608,金融機構放款餘額,18969180000000,F_Ins_Ln
9608,貨幣機構存款餘額,25227418000000,C_Ins_Dp
9608,貨幣機構放款餘額,17803696000000,C_Ins_Ln
9608,一般銀行國內總分行對中小企業放款,3005621000000,Country_SME
9608,一般銀行國內總分行及信用合作社消費者貸款餘額,1009837000000,Country_C_CL
9608,一般銀行國內總分行消費者貸款餘額,6444539000000,Country_CL
9608,信託機構基金月底餘額,4462216000000,MF_Bal
9608,票券公司票債券交易金額,7222914000000,Bund_Txn_Amt
9608,票券公司票債券交易金額(本年）,61100428000000,Bund_Txn_Amt_TY
9608,股價指數,8982.16,Stock_Index
9608,WPI,95.73,WPI
9608,CPI,95.58,CPI
9608,美元匯率,32.996,Exchange_Rate
9608,央行重貼現率,3.125,Rediscount_Rate
9608,基準利率,4.307,B_Ins_Rate
9608,經濟成長率,7.08,GDP
9608,外匯存底,261372000000,Y_DP
